0x00110000: Mth::IsInfinity
0x00122b00: File::CAsyncFilePoll::v_stop_cb
0x00122b20: File::CAsyncFilePoll::s_logic_code
0x00122b48: Tsk::Task_File::CAsyncFilePoll_::_Task
0x00122b68: V3_PRINTF
0x00122ba0: Tsk::Task_File::CAsyncFilePoll_::vCall
0x00122bb8: SIO::Device::EnableActuators
0x00122bc0: Tsk::Task_File::CAsyncFilePoll_::GetCode
0x00122bd0: MemViewToggle
0x00122be8: Memview_PreLoadBin
0x00122c18: Tmr::InitTimerInfo
0x00122cb8: Tmr::s_vsync_handler
0x00122ce8: Tmr::Init
0x00122d00: SIO::Device::UnPause
0x00122d28: Tmr::DeInit
0x00122d58: Tmr::StoreTimerInfo
0x00122d60: Tmr::RecallTimerInfo
0x00122d68: Tmr::OncePerRender
0x00122e70: SIO::Device::StopAllVibrationIncludingSaved
0x00122f00: Tmr::GetRenderFrame
0x00122f10: Tmr::GetGameVblanks
0x00122f28: Tmr::GetVblanks
0x00122f38: Tmr::SetSlomo
0x00122f48: Tmr::GetSlomo
0x00122f58: Tmr::FrameLength
0x00122f68: Tmr::UncappedFrameLength
0x00122fa8: Tmr::VSync
0x00123058: File::ScriptInPreFile
0x00123060: File::ScriptLoadPreFile
0x00123068: File::ScriptUnloadPreFile
0x00123070: File::ScriptIsLoadPreFinished
0x00123078: File::ScriptAllLoadPreFinished
0x00123080: File::ScriptWaitLoadPre
0x00123088: File::ScriptWaitAllLoadPre
0x00123090: WaitForMemory::Initialize
0x001230a0: Tmr::VSync1
0x001230c8: WaitForMemory::Deinitialize
0x001230f0: WaitForMemory::WaitSemaMaybe
0x00123120: WaitForMemory::SignalSemaMaybe
0x00123150: Mem::Manager::InitSmallPools
0x001231a0: Tmr::GetTime
0x001231b8: File::CanFileBeLoadedQuickly
0x00123220: File::LoadFileQuicklyPlease
0x001232b0: File::cdFexist
0x001232d8: File::skyFexist
0x001233c0: File::skyFwritefile
0x001234e8: File::InstallFileSystem
0x00123628: Mem::Manager::FindPoolIndex
0x001236d0: Mem::Manager::Manager
0x00123830: File::UninstallFileSystem
0x00123888: File::InitQuickFileSystem
0x001238e0: Mem::Manager::_Manager
0x00123928: File::GetFileLSN
0x00123988: File::WriteFile
0x001239c0: File::Exist
0x001239d0: Mem::Manager::MainRegionSize
0x001239f0: Mem::Manager::MainRegionEnd
0x001239f8: File::CPs2AsyncFileHandle::CPs2AsyncFileHandle
0x00123a00: Mem::Manager::DebugStart
0x00123a10: Mem::Manager::DebugEnd
0x00123a20: Mem::Manager::New
0x00123a48: File::CPs2AsyncFileHandle::_CPs2AsyncFileHandle
0x00123a70: File::CPs2AsyncFileHandle::io_callback
0x00123bc0: File::CPs2AsyncFileHandle::post_io_callback
0x00123c18: File::CPs2AsyncFileHandle::non_cache_aligned_data_copy
0x00123c60: Mem::Manager::PureNew
0x00123c78: File::CPs2AsyncFileHandle::add_request_id
0x00123d00: Mem::Manager::NewZero
0x00123d48: Mem::Manager::Available
0x00123d68: File::CPs2AsyncFileHandle::get_request_function
0x00123da8: Mem::Manager::ReallocateDown
0x00123e40: File::CPs2AsyncFileHandle::get_request
0x00123e68: Mem::Manager::ReallocateUp
0x00123f28: Mem::Manager::ReallocateShrink
0x00123f30: File::CPs2AsyncFileHandle::clear_request_id
0x00123fd0: File::CPs2AsyncFileHandle::plat_init
0x00123fe8: Mem::Manager::PushMemoryMarker
0x00123ff0: File::CPs2AsyncFileHandle::plat_is_done
0x00123ff8: File::CPs2AsyncFileHandle::plat_is_busy
0x00124000: File::CPs2AsyncFileHandle::plat_is_eof
0x00124008: File::CPs2AsyncFileHandle::plat_set_priority
0x00124078: File::CPs2AsyncFileHandle::plat_set_stream
0x00124088: Mem::Manager::GetAllocSize
0x001240e8: File::CPs2AsyncFileHandle::plat_set_destination
0x00124100: Mem::Manager::PushContext
0x00124158: File::CPs2AsyncFileHandle::plat_set_buffer_size
0x001241c8: File::CPs2AsyncFileHandle::plat_set_blocking
0x001241d0: File::CPs2AsyncFileHandle::plat_load
0x00124258: File::CPs2AsyncFileHandle::plat_read
0x00124260: Mem::Manager::GetContextName
0x001242b0: Mem::Manager::GetContextAllocator
0x00124300: Mem::Manager::GetContextDirection
0x00124350: Mem::Manager::SkaterInfoHeap
0x001243a0: Mem::Manager::ProfilerHeap
0x001243d8: File::CPs2AsyncFileHandle::plat_write
0x001243f0: Mem::Manager::SkaterHeap
0x00124440: Mem::Manager::SkaterGeomHeap
0x00124468: File::CPs2AsyncFileHandle::plat_get_s
0x00124470: File::CPs2AsyncFileHandle::plat_seek
0x00124490: Mem::Manager::GetHeap
0x00124510: File::CPs2AsyncFileHandle::plat_cancel
0x001245a0: File::CPs2AsyncFileHandle::plat_open
0x00124690: Mem::Manager::CreateHeap
0x00124740: Mem::Manager::RemoveHeap
0x001247b0: File::CPs2AsyncFileHandle::raw_open
0x00124838: Mem::Manager::FirstHeap
0x00124858: Mem::Manager::NextHeap
0x001248b0: File::CPs2AsyncFileHandle::plat_close
0x00124930: Mem::Manager::InitOtherHeaps
0x00124950: File::CPs2AsyncFileLoader::sRawOpen
0x001249d0: File::CPs2AsyncFileLoader::sGetBuffer
0x00124a78: File::CPs2AsyncFileLoader::sIAddBufferToFreeList
0x00124ab8: File::CPs2AsyncFileLoader::sAllocateFreeListBuffers
0x00124b50: File::CFileIOManager::s_result_callback
0x00124c10: Mem::Manager::InitNetMiscHeap
0x00124c48: File::CFileIOManager::s_find_request
0x00124c98: Mem::Manager::DeleteNetMiscHeap
0x00124cc0: File::CFileIOManager::sInit
0x00124cf8: Mem::Manager::InitInternetHeap
0x00124d98: File::CFileIOManager::sSendCommand
0x00124e08: Mem::Manager::InitCutsceneHeap
0x00124ee8: File::CFileIOManager::sWaitSendCompletion
0x00124f28: File::CFileIOManager::sWaitRequestCompletion
0x00124f68: File::CFileIOManager::sGetRequestResult
0x00124f78: Mem::Manager::InitDebugHeap
0x00124f88: File::CAsyncFileLoader::s_plat_init
0x00125000: Mem::Manager::InitSkaterHeaps
0x00125108: File::CAsyncFileLoader::s_plat_get_min_sector_size
0x00125110: File::CAsyncFileLoader::s_plat_async_supported
0x00125118: File::CAsyncFileLoader::s_plat_update
0x00125120: File::CAsyncFileLoader::s_plat_swap_callback_list
0x00125160: File::get_checksums
0x001251a0: Mem::Manager::DeleteSkaterHeaps
0x00125298: File::FindFileInHed
0x001252f0: Mem::Manager::DeleteOtherHeaps
0x001253e8: File::FindFileInHedUsingChecksum
0x001254f8: Mem::Manager::sSetUp
0x00125560: File::LoadHed
0x001255b8: Mem::Manager::sCloseDown
0x00125610: Mem::Manager::find_named_heap_info
0x001256a8: Mem::Manager::NamedHeap
0x00125718: Mem::Manager::InitNamedHeap
0x001258f8: Mem::Manager::DeleteNamedHeap
0x001259a8: Mc::Manager::sSgltnInstance
0x00125a08: Mc::Manager::sSgltnDelete
0x00125a10: Mem::Manager::IsPointerInDebugRegion
0x00125a48: Malloc
0x00125a68: Mc::Manager::Manager
0x00125aa8: Available
0x00125af0: ReallocateDown
0x00125b60: ReallocateUp
0x00125bd0: ReallocateShrink
0x00125c28: Mc::Manager::_Manager
0x00125c40: Free
0x00125c58: Mc::Manager::GetCard
0x00125c98: GetAllocSize
0x00125ca8: Mc::post_async_call_finish
0x00125cf0: Realloc
0x00125dc0: Calloc
0x00125e18: Mc::get_card_info
0x00125e30: Mem::SetThreadSafe
0x00125e48: Mem::PushMemProfile
0x00125ec8: Mc::wait_for_async_call_to_finish
0x00125f18: Mc::Card::MakeDirectory
0x00125f80: Mc::Card::DeleteDirectory
0x00125fa0: Mc::Card::ConvertDirectory
0x00125fa8: Mc::Card::Sync
0x00125fc8: Mc::Card::Format
0x00126020: Mc::Card::IsFormatted
0x00126080: Mc::Card::GetDeviceType
0x00126120: Mc::Card::GetNumFreeClusters
0x00126178: Mc::Card::Delete
0x001261e8: Mc::Card::Open
0x001262c8: Mc::Card::GetFileList
0x00126488: Mem::PushMemProfile
0x00126520: Mem::PopMemProfile
0x001265f8: Mem::total_size
0x001267c0: Mc::File::File
0x001267f0: Mc::File::_File
0x00126850: Mc::File::Close
0x00126858: Mc::File::Seek
0x001268b0: Mc::File::Flush
0x001268b8: Mc::File::Write
0x00126918: Mem::DumpMemProfile
0x00126968: Mc::File::Read
0x00126a00: Lst::Node_Mc::File_::_Node
0x00126a60: SIO::kb_read_logic_code
0x00126c68: SIO::KeyboardInit
0x00126dd0: Mem::AllocMemProfile
0x00126e30: SIO::KeyboardRead
0x00126e80: SIO::KeyboardClear
0x00126e90: SIO::SetKeyboardActive
0x00126ea0: SIO::EnableKeyboard
0x00126eb0: SIO::s_init_newkeyboard
0x00126eb8: SIO::s_capture_input
0x00127030: Mem::FreeMemProfile
0x00127038: Tsk::Task_int_::_Task
0x00127058: Tsk::Task_int_::vCall
0x00127078: Tsk::Task_int_::GetCode
0x00127088: Config::set_language_from_command_line
0x00127168: Config::autodetect_language
0x00127220: Config::Plat_Init
0x00127280: Mem::GetCurrentMemProfile
0x001272a0: Mem::PushCurrentMemProfile
0x00127360: Mem::PopCurrentMemProfile
0x00127400: Mem::GetMemProfileSize
0x00127550: Config::Plat_SetLanguage
0x001275c0: Nx::Sky::ScriptCreateSkyMap
0x001275d0: Mem::SetMemProfileSize
0x001277a0: Mem::Region::_Region
0x001277e8: Nx::Sky::ScriptDestroySkyMap
0x00127810: Mem::Region::init
0x00127860: Nx::Sky::ScriptLoadSky
0x00127890: Nx::Sky::ScriptIsSkyLoaded
0x001278a0: Mem::Region::RegisterAllocator
0x001278f0: Nx::Sky::ScriptBeginUnLoadSky
0x00127910: Nx::Sky::ScriptEndUnLoadSky
0x00127930: Nx::Sky::load_sky_callback
0x00127980: Nx::Sky::sky_chunk_load_callback
0x00127988: Nx::Sky::sky_chunk_unload_callback
0x00127990: Nx::Sky::LoadSky
0x00127ab8: Nx::Sky::BeginUnLoadSky
0x00127b30: Nx::Sky::EndUnLoadSky
0x00127ba8: global constructors keyed to c__nxcommon_skate7_code_gfx_sky.cpp9upaaa
0x00127bc8: Nx::CViewport::CViewport
0x00127be0: Mem::Region::Region
0x00127c18: Mem::AllocRegion::AllocRegion
0x00127ca0: Nx::CViewport::_CViewport
0x00127cc8: Mem::AllocRegion::_AllocRegion
0x00127d08: Nx::CViewport::GetAspectRatio
0x00127d40: Nx::CViewport::MarkCameraForDeletion
0x00127d60: Mem::Region::MemAvailable
0x00127d68: Nx::CViewport::DeleteMarkedCamera
0x00127d88: Mem::Region::EnableMemProfile
0x00127d90: Mem::Region::IsMemProfileEnabled
0x00127d98: Mem::Allocator::Context::Context
0x00127df8: Nx::CViewport::TransformToScreenCoord
0x00127e00: Mem::Allocator::Context::_Context
0x00127e38: Nx::CViewport::plat_transform_to_screen_coord
0x00127e48: Nx::CViewport::plat_test_visibility
0x00127e50: Nx::CViewport::plat_test_visibility
0x00127e58: Nx::CViewport::plat_get_visibility_test
0x00127e60: Gfx::Camera::Camera
0x00127e98: Mem::Allocator::s_get_alloc_size
0x00127eb8: Mem::Allocator::s_free
0x00127f40: Gfx::Camera::_Camera
0x00127f70: Gfx::Camera::SetHFOV
0x00127f80: Mem::Allocator::s_set_id
0x00127f90: Gfx::Camera::UpdateAdjustedHFOV
0x00128000: Mem::Allocator::BlockHeader::sRead
0x00128018: Gfx::Camera::UpdateAdjustedHFOVDistanceModifier
0x00128080: Mem::Allocator::Allocator
0x00128110: Gfx::Camera::GetAdjustedHFOV
0x00128138: Gfx::Camera::StoreOldPos
0x00128168: Gfx::Camera::SetPos
0x00128178: Gfx::Camera::GetPos
0x00128180: Gfx::Camera::SetMatrix
0x001281a8: Gfx::Camera::GetMatrix
0x001281b0: Gfx::Camera::CallMemberFunction
0x00128220: Gfx::CShadow::CShadow
0x00128230: Mem::Allocator::_Allocator
0x00128238: Gfx::CShadow::_CShadow
0x00128270: Gfx::CSimpleShadow::CSimpleShadow
0x001282c0: Gfx::CSimpleShadow::_CSimpleShadow
0x00128318: Gfx::CSimpleShadow::SetModel
0x001283c0: Gfx::CSimpleShadow::UpdatePosition
0x001283c8: Mem::Allocator::PushContext
0x001284e0: Gfx::CSimpleShadow::Hide
0x00128500: Mem::Allocator::PopContext
0x00128508: Gfx::CSimpleShadow::UnHide
0x00128530: Gfx::CVolumeShadow::CVolumeShadow
0x001285a0: Gfx::CVolumeShadow::_CVolumeShadow
0x00128630: Mem::Allocator::EnableMemProfile
0x00128650: Mem::Allocator::IsMemProfileEnabled
0x00128670: Mem::Allocator::find_block
0x001286d0: Mem::Allocator::first_block
0x001286e0: Mem::Allocator::PushAlign
0x00128748: Gfx::CVolumeShadow::AddShadowVolumeModel
0x001287d0: Gfx::CVolumeShadow::Finalize
0x00128820: Gfx::CVolumeShadow::Update
0x00128878: Gfx::CVolumeShadow::UpdateCastDistance
0x001288d8: Mem::Allocator::GetAlign
0x001288e0: Gfx::CVolumeShadow::SetLOD
0x001288f8: Mem::Allocator::CreateCompact16
0x00128900: Mem::Allocator::CreateCompact32
0x00128908: Mem::Allocator::GetCompact16
0x00128910: Mem::Allocator::GetCompact32
0x00128918: Mem::Allocator::BlockHeader::get_padsize
0x00128920: Mem::Allocator::available
0x00128950: Gfx::CCustomAnimKey ** Fix_Gfx::CCustomAnimKey *_
0x00128960: Mem::Allocator::reallocate_down
0x00128970: char * Fix_char_
0x00128990: unsigned short * Fix_unsigned short_
0x001289a0: Mem::Allocator::reallocate_up
0x001289b0: Gfx::CShadow::Update
0x001289b8: Gfx::CShadow::UpdatePosition
0x001289c0: Gfx::CShadow::UpdatePosition
0x001289c8: Gfx::CShadow::UpdateDirection
0x001289d0: Gfx::CShadow::Hide
0x001289d8: Gfx::CShadow::UnHide
0x001289e0: Gfx::CShadow::SetLOD
0x001289e8: Gfx::CShadow::Finalize
0x001289f0: Gfx::FastSlerp_L
0x00128a20: Lst::Node_Mem::Allocator::Context_::_Node
0x00128ab0: Lst::Head_Mem::Allocator::Context_::_Head
0x00128b20: Gfx::init_48_table
0x00128b70: Gfx::InitQ48Table
0x00128bb0: Lst::Search_Mem::Allocator::Context_::_Search
0x00128bd0: Gfx::InitT48Table
0x00128c20: Mem::Heap::free
0x00128c30: Gfx::get_fullres_q_frame_from_standard
0x00128d80: Gfx::CBonedAnimFrameData::plat_dma_to_aram
0x00128d88: Gfx::CBonedAnimFrameData::plat_read_compressed_stream
0x00128fb0: Gfx::CBonedAnimFrameData::plat_read_stream
0x00129218: Gfx::CBonedAnimFrameData::get_num_qkeys
0x00129250: Gfx::CBonedAnimFrameData::get_num_tkeys
0x00129288: Gfx::CBonedAnimFrameData::is_hires
0x001292c8: Gfx::CBonedAnimFrameData::CBonedAnimFrameData
0x00129310: Gfx::CBonedAnimFrameData::_CBonedAnimFrameData
0x001293e8: Mem::Heap::LargestFreeBlock
0x001293f0: Gfx::UnrefCachedAnim
0x00129400: Gfx::CBonedAnimFrameData::AddRef
0x00129440: Gfx::CBonedAnimFrameData::DeleteRef
0x00129498: Gfx::CBonedAnimFrameData::Process
0x001295a0: Gfx::CBonedAnimFrameData::GetInterpolatedCameraFrames
0x00129bb0: Mem::Heap::available
0x00129bd0: Mem::Heap::reallocate_down
0x00129dd8: Gfx::CBonedAnimFrameData::GetCompressedInterpolatedFrames
0x00129e20: Mem::Heap::reallocate_up
0x0012a068: Mem::Heap::reallocate_shrink
0x0012a218: Mem::Heap::Heap
0x0012a298: Mem::Heap::add_debug_pointer
0x0012a468: Mem::Heap::remove_debug_pointer
0x0012a510: Mem::Heap::AllocatePadding
0x0012aa98: Mem::Heap::FreePadding
0x0012aba8: Mem::Heap::ValidateChunks
0x0012ac98: Mem::Heap::TotalFree
0x0012acf8: Mem::Record::operator+=
0x0012ad20: Mem::Record::operator-=
0x0012ad78: Mem::Heap::_Heap
0x0012ad98: Mem::Pile::allocate
0x0012ae70: Mem::Pile::free
0x0012aef0: Mem::Pile::_Pile
0x0012af18: Mem::Pile::PushContext
0x0012af40: Mem::Pile::PopContext
0x0012af68: Mem::Pool::allocate
0x0012b028: Mem::Pool::free
0x0012b088: Mem::Pool::_Pool
0x0012b0c8: Mem::CCompactPoolProfile::CCompactPoolProfile
0x0012b1b0: Mem::CCompactPoolProfile::AddItem
0x0012b2b0: Mem::CCompactPoolProfile::RemoveItem
0x0012b3d0: Mem::CompareCompactPoolProfileItems
0x0012b490: Mem::QSortCompactPoolProfileItems
0x0012b600: Mem::CCompactPoolProfile::DumpItems
0x0012b928: Mem::CCompactPool::CCompactPool
0x0012bbc0: Mem::CCompactPool::_CCompactPool
0x0012bcb0: Mem::CCompactPool::IsInPool
0x0012bce0: Mem::CCompactPool::Allocate
0x0012bde8: Mem::CCompactPool::Free
0x0012be68: Mem::CCompactPool::EnableProfile
0x0012be90: Mem::CCompactPool::DisableProfile
0x0012beb8: Mem::CCompactPool::DumpProfile
0x0012bee0: Mem::CCompactPool::ClearProfile
0x0012bf08: Mem::CCompactPool::DumpStats
0x0012bf10: Mem::PoolManager::SSetupPool
0x0012c038: Mem::PoolManager::SCreateItem
0x0012c080: Gfx::CBonedAnimFrameData::GetCompressedAmpInterpolatedFrames
0x0012c100: Mem::PoolManager::SFreeItem
0x0012c1c0: Mem::PoolManager::SGetPool
0x0012c1d8: Mem::PoolManager::s_get_item_size
0x0012c1e8: Pip::sSkipToNextPreContained
0x0012c278: Pip::sSkipOverPreName
0x0012c2d8: Pip::LoadPre
0x0012c9d0: Gfx::CBonedAnimFrameData::GetCompressedRelInterpolatedFrames
0x0012cd58: Pip::UnloadPre
0x0012d060: Pip::sSeeIfFileIsInAnyPre
0x0012d290: Pip::sGetPreName
0x0012d298: Gfx::CBonedAnimFrameData::GetInterpolatedFrames
0x0012d400: Pip::Load
0x0012d728: Pip::Unload
0x0012d8a8: Pip::Unload
0x0012d900: Pip::GetFileSize
0x0012daa8: Pip::GetFileSize
0x0012db40: Pip::GetNextLoadedPre
0x0012dcf8: Pip::PreFileIsInUse
0x0012dea0: Pip::ScriptLoadPipPre
0x0012e078: Pip::ScriptUnloadPipPre
0x0012e0a8: Pip::ScriptDumpPipPreStatus
0x0012e328: File::LoadAlloc
0x0012e4e0: Gfx::CBonedAnimFrameData::GetRelInterpolatedFrames
0x0012e518: Gfx::CBonedAnimFrameData::GetBoneName
0x0012e530: Gfx::CBonedAnimFrameData::get_num_customkeys
0x0012e540: Gfx::CBonedAnimFrameData::get_custom_key
0x0012e558: Gfx::CBonedAnimFrameData::ResetCustomKeys
0x0012e668: File::LoadAllocAsync
0x0012e678: Gfx::CBonedAnimFrameData::ProcessCustomKeys
0x0012e7f8: Gfx::CBonedAnimFrameData::PreCacheAnim
0x0012e9c0: global constructors keyed to c__nxcommon_skate7_code_sys_file_pip.cppg3eaaa
0x0012e9e0: File::CAsyncFileHandle::CAsyncFileHandle
0x0012ea18: File::CAsyncFileHandle::init
0x0012ea98: File::CAsyncFileHandle::_CAsyncFileHandle
0x0012eb08: File::CAsyncFileHandle::IsBusy
0x0012eb18: File::CAsyncFileHandle::WaitForIO
0x0012eb68: File::CAsyncFileHandle::SetDestination
0x0012ebb0: File::CAsyncFileHandle::SetCallback
0x0012ebc0: File::CAsyncFileHandle::GetFileSize
0x0012ebe8: File::CAsyncFileHandle::Load
0x0012ec18: File::CAsyncFileHandle::Read
0x0012ec48: File::CAsyncFileHandle::Seek
0x0012ec78: File::CAsyncFileHandle::Cancel
0x0012eca8: File::CAsyncFileHandle::io_callback
0x0012ed38: File::CAsyncFileHandle::post_io_callback
0x0012edb8: File::CAsyncFileHandle::open
0x0012ee90: File::CAsyncFileHandle::close
0x0012eec0: File::CAsyncFileHandle::plat_init
0x0012eec8: File::CAsyncFileHandle::plat_open
0x0012eef8: File::CAsyncFileHandle::plat_close
0x0012ef28: File::CAsyncFileHandle::plat_is_done
0x0012ef58: File::CAsyncFileHandle::plat_is_busy
0x0012ef88: File::CAsyncFileHandle::plat_is_eof
0x0012efb8: File::CAsyncFileHandle::plat_set_priority
0x0012efe0: File::CAsyncFileHandle::plat_set_stream
0x0012f008: File::CAsyncFileHandle::plat_set_destination
0x0012f030: File::CAsyncFileHandle::plat_set_buffer_size
0x0012f058: File::CAsyncFileHandle::plat_set_blocking
0x0012f080: File::CAsyncFileHandle::plat_load
0x0012f0b0: File::CAsyncFileHandle::plat_read
0x0012f0e0: File::CAsyncFileHandle::plat_write
0x0012f110: File::CAsyncFileHandle::plat_get_s
0x0012f140: File::CAsyncFileHandle::plat_seek
0x0012f170: File::CAsyncFileHandle::plat_cancel
0x0012f198: Mth::Quat::SetScalar
0x0012f1a0: Mth::Quat::SetVector
0x0012f1b0: Gfx::CCustomAnimKey::CCustomAnimKey
0x0012f1c0: File::CAsyncFileHandle::plat_get_filesize
0x0012f1d0: Gfx::CCustomAnimKey::WithinRange
0x0012f1e8: File::CAsyncFileLoader::sInit
0x0012f218: File::CAsyncFileLoader::sAsyncSupported
0x0012f240: File::CAsyncFileLoader::sOpen
0x0012f2b8: Gfx::CCustomAnimKey::SetActive
0x0012f2c0: Gfx::CCustomAnimKey::ProcessKey
0x0012f300: File::CAsyncFileLoader::sClose
0x0012f320: Gfx::CChangeFOVKey::CChangeFOVKey
0x0012f368: Gfx::CChangeFOVKey::process_key
0x0012f370: File::CAsyncFileLoader::sCloseAll
0x0012f3f8: File::CAsyncFileLoader::sWaitForIOEvent
0x0012f408: Gfx::CRunScriptKey::CRunScriptKey
0x0012f450: Gfx::CRunScriptKey::process_key
0x0012f4b0: Gfx::CChangeCameraRTKey::CChangeCameraRTKey
0x0012f5f8: File::CAsyncFileLoader::sUpdate
0x0012f630: File::CAsyncFileLoader::sAsyncInUse
0x0012f690: File::CAsyncFileLoader::sGetMinSectorSize
0x0012f6b0: Gfx::CChangeCameraRTKey::process_key
0x0012f8c0: Gfx::CChangeCameraRTKey::WithinRange
0x0012f910: File::CAsyncFileLoader::s_free_file_handle
0x0012fa88: Gfx::CEmptyKey::CEmptyKey
0x0012fa90: File::CAsyncFileLoader::s_add_callback
0x0012fac0: Gfx::CEmptyKey::process_key
0x0012fad0: Gfx::CEventKey::_CEventKey
0x0012fb40: Gfx::CEventKey::Init
0x0012fb68: File::CAsyncFileLoader::s_update
0x0012fb88: File::CAsyncFileLoader::s_execute_callback_list
0x0012fba0: Gfx::CEventKey::InitFromStructure
0x0012fc70: Gfx::CEventKey::process_key
0x0012fca0: Gfx::CCreateObjectFromStructKey::CCreateObjectFromStructKey
0x0012fce8: Gfx::CCreateObjectFromStructKey::process_key
0x0012fd50: Gfx::CKillObjectFromStructKey::CKillObjectFromStructKey
0x0012fd98: Gfx::CKillObjectFromStructKey::process_key
0x0012fdf0: File::CAsyncFilePoll::sSgltnInstance
0x0012fe10: Gfx::ReadCustomAnimKey
0x0012fe78: File::CAsyncFilePoll::sSgltnDelete
0x0012ff10: File::CAsyncFilePoll::CAsyncFilePoll
0x0012ff90: File::CAsyncFilePoll::_CAsyncFilePoll
0x0012fff8: File::CAsyncFilePoll::v_start_cb
0x00130050: File::CAsyncFilePoll::v_stop_cb
0x00130070: File::CAsyncFilePoll::s_logic_code
0x001300b0: Tsk::Task_File::CAsyncFilePoll_::_Task
0x001300d0: V3_PRINTF
0x00130108: Tsk::Task_File::CAsyncFilePoll_::vCall
0x00130158: Tsk::Task_File::CAsyncFilePoll_::GetCode
0x00130160: Memview_LoadMapBinFile
0x00130170: Mem::CPoolable_Script::CStruct_::operator new
0x001301d0: Mem::CPoolable_Script::CStruct_::operator delete
0x00130298: Gfx::CCustomAnimKey::_CCustomAnimKey
0x001302d0: Gfx::CChangeFOVKey::_CChangeFOVKey
0x00130308: Gfx::CRunScriptKey::_CRunScriptKey
0x00130340: Gfx::CChangeCameraRTKey::_CChangeCameraRTKey
0x00130378: Gfx::CEmptyKey::_CEmptyKey
0x001303b0: Gfx::CCreateObjectFromStructKey::_CCreateObjectFromStructKey
0x001303e8: Gfx::CKillObjectFromStructKey::_CKillObjectFromStructKey
0x00130420: Gfx::CAnimCachePredictor::CAnimCachePredictor
0x00130440: Gfx::CAnimCachePredictor::_CAnimCachePredictor
0x00130470: Gfx::CAnimCachePredictor::Uninit
0x001304c8: Gfx::CAnimCachePredictor::SetTime
0x00130500: Gfx::CAnimCachePrefetchingUnit::CAnimCachePrefetchingUnit
0x00130548: Gfx::CAnimCachePrefetchingUnit::_CAnimCachePrefetchingUnit
0x001305b0: MemView_GetClassName
0x00130748: MemView_FindBlock
0x00130760: Gfx::CAnimCachePrefetchingUnit::InitAnimCachePrefetchingUnit
0x00130820: MemView_PrintPoolItemInfo
0x001308a0: MemView_DumpBlockInfo
0x00130940: Gfx::CAnimCachePrefetchingUnit::UninitAnimCachePrefetchingUnit
0x00130ad0: MemViewToggle
0x00130ae8: Memview_PreLoadBin
